p 6 214 9 1 2 10000 50
i 0 1 1 0 1 850 850 850
i 0 1 1 0 1 250 250 250
i 0 1 1 0 1 1275 1275 1275
i 0 1 1 0 1 1275 1275 1275
i 0 1 1 0 1 1275 1275 1275
i 0 1 1 0 1 165 165 165
i 0 1 1 0 1 250 250 250
i 0 1 1 0 1 425 425 425
i 0 1 1 0 1 425 425 425
i 1 1 1 0 1 250 500 676
i 2 1 1 0 1 425 850 425
i 3 1 1 0 1 425 850 1217
i 3 1 1 0 1 165 330 165
i 1 1 1 0 1 425 850 706
i 2 1 1 0 1 250 500 686
i 2 1 1 0 1 165 330 165
i 3 1 1 0 1 1700 3400 6132
i 1 1 1 0 1 2125 4250 2125
i 3 1 1 0 1 1275 2550 1275
i 3 1 1 0 1 250 500 636
i 3 1 1 0 1 1275 2550 1275
i 2 1 1 0 1 1275 2550 1275
i 3 1 1 0 1 850 1700 2681
i 2 1 1 0 1 250 500 553
i 1 1 1 0 1 1275 2550 3307
i 2 1 1 0 1 1275 2550 1778
i 1 1 1 0 1 425 850 1303
i 3 1 1 0 1 425 850 1508
i 1 1 1 0 1 1275 2550 4910
i 4 1 1 0 1 425 850 1656
i 3 1 1 0 1 1275 2550 1275
i 1 1 1 0 1 425 850 425
i 3 1 1 0 1 250 500 250
i 1 1 1 0 1 1275 2550 1275
i 1 1 1 0 1 165 330 165
i 1 1 1 0 1 500 1000 500
i 3 1 1 0 1 425 850 425
i 1 1 1 0 1 425 850 1471
i 2 1 1 0 1 165 330 627
i 3 1 1 0 1 165 330 204
i 4 1 1 0 1 1275 2550 3937
i 1 1 1 0 1 1700 3400 1700
i 4 1 1 0 1 1275 2550 4859
i 4 1 1 0 1 425 850 425
i 3 1 1 0 1 1275 2550 1594
i 1 1 1 0 1 425 850 494
i 4 1 1 0 1 1275 5100 1275
i 1 1 1 0 1 425 850 618
i 4 1 1 0 1 1275 2550 2425
i 1 1 1 0 1 1275 2550 1275
i 1 1 1 0 1 425 850 951
i 3 1 1 0 1 425 850 425
i 1 1 1 0 1 425 850 425
i 3 1 1 0 1 425 850 974
i 3 1 1 0 1 1275 2550 1749
i 3 1 1 0 1 250 500 250
i 4 1 1 0 1 165 330 391
i 2 1 1 0 1 2550 6800 2550
i 4 1 1 0 1 425 850 425
i 4 1 1 0 1 1275 2550 3885
i 3 1 1 0 1 425 850 425
i 4 1 1 0 1 425 850 425
i 4 1 1 0 1 425 850 425
i 3 1 1 0 1 1275 2550 4374
i 1 1 1 0 1 1275 2550 1275
i 1 1 1 0 1 165 330 473
i 3 1 1 0 1 425 850 425
i 2 1 1 0 1 250 500 845
i 1 1 1 0 1 1275 2550 4052
i 1 1 1 0 1 425 850 425
i 2 1 1 0 1 1275 2550 1275
i 4 1 1 0 1 425 850 1528
i 2 1 1 0 1 1275 2550 1306
i 1 1 1 0 1 250 500 332
i 2 1 1 0 1 250 500 250
i 2 1 1 0 1 1275 2550 1275
i 4 1 1 0 1 1275 2550 1275
i 4 1 1 0 1 1275 2550 1435
i 1 1 1 0 1 425 850 425
i 3 1 1 0 1 250 500 337
i 4 1 1 0 1 1275 2550 3212
i 2 1 1 0 1 1275 2550 2438
i 1 1 1 0 1 1275 2550 1275
i 2 1 1 0 1 425 850 1080
i 4 1 1 0 1 850 1700 1752
i 4 1 1 0 1 1275 2550 1614
i 2 1 1 0 1 425 850 1645
i 1 1 1 0 1 1275 2550 1275
i 2 1 1 0 1 425 850 532
i 4 1 1 0 1 500 1000 1122
i 1 1 1 0 1 1275 2550 3641
i 3 1 1 0 1 1275 2550 5018
i 1 1 1 0 1 425 2550 3395
i 1 1 1 0 1 850 1700 2149
i 3 1 1 0 1 425 850 425
i 1 1 1 0 1 425 850 1684
i 1 1 1 0 1 1275 5550 1275
i 3 1 1 0 1 1275 2550 1275
i 4 1 1 0 1 250 500 250
i 2 1 1 0 1 165 330 165
i 2 1 1 0 1 250 500 250
i 3 1 1 0 1 1275 2550 1275
i 4 1 1 0 1 1700 3400 1700
i 2 1 1 0 1 850 1700 850
i 1 1 1 0 1 250 500 250
i 4 1 1 0 1 250 500 250
i 4 1 1 0 1 1275 2550 1275
i 2 1 1 0 1 425 850 425
i 2 1 1 0 1 425 850 425
i 1 1 1 0 1 850 1700 850
i 3 1 1 0 1 425 850 425
i 2 1 1 0 1 250 500 250
i 1 1 1 0 1 425 850 425
i 2 1 1 0 1 425 850 425
i 1 1 1 0 1 250 500 250
i 4 1 1 0 1 250 500 250
i 3 1 1 0 1 425 850 425
i 4 1 1 0 1 1275 2550 1275
i 1 1 1 0 1 1275 2550 1275
i 3 1 1 0 1 1275 2550 1275
i 3 1 1 0 1 500 1000 500
i 1 1 1 0 1 425 850 425
i 4 1 1 0 1 425 1700 425
i 3 1 1 0 1 425 850 425
i 3 1 1 0 1 425 850 425
i 3 1 1 0 1 425 850 425
i 1 1 1 0 1 1275 2550 1275
i 3 1 1 0 1 1275 2550 1275
i 3 1 1 0 1 2550 5100 2550
i 2 1 1 0 1 1275 2550 1275
i 3 1 1 0 1 2125 4250 2125
i 3 1 1 0 1 1275 2550 1275
i 2 1 1 0 1 425 850 425
i 2 1 1 0 1 850 1700 850
i 3 1 1 0 1 1275 2550 1275
i 1 1 1 0 1 1275 2550 1275
i 1 1 1 0 1 1275 2550 1275
i 3 1 1 0 1 2975 5950 2975
i 3 1 1 0 1 250 500 250
i 1 1 1 0 1 1275 2550 1275
i 3 1 1 0 1 165 330 165
i 1 1 1 0 1 1700 3400 1700
i 1 1 1 0 1 425 850 425
i 1 1 1 0 1 1275 2550 1275
i 4 1 1 0 1 1275 2550 1275
i 4 1 1 0 1 250 500 250
i 1 1 1 0 1 1275 2550 1275
i 3 1 1 0 1 425 850 425
i 2 1 1 0 1 1275 2550 1275
i 3 1 1 0 1 1275 2550 1275
i 4 1 1 0 1 1275 2550 1275
i 3 1 1 0 1 425 850 425
i 1 1 1 0 1 425 850 425
i 3 1 1 0 1 425 850 425
i 3 1 1 0 1 165 330 165
i 3 1 1 0 1 1275 2550 1275
i 1 1 1 0 1 1275 2550 1275
i 2 1 1 0 1 250 500 250
i 2 1 1 0 1 850 1700 850
i 4 1 1 0 1 425 850 425
i 3 1 1 0 1 165 330 165
i 4 1 1 0 1 1275 2550 1275
i 4 1 1 0 1 1275 2550 1275
i 3 1 1 0 1 1275 2550 1275
i 1 1 1 0 1 425 850 425
i 2 1 1 0 1 1275 2550 1275
i 3 1 1 0 1 425 850 425
i 4 1 1 0 1 425 850 425
i 1 1 1 0 1 1275 2550 1275
i 2 1 1 0 1 250 500 250
i 4 1 1 0 1 425 850 425
i 1 1 1 0 1 250 500 250
i 4 1 1 0 1 1275 2550 1275
i 2 1 1 0 1 1275 2550 1275
i 4 1 1 0 1 1275 2550 1275
i 2 1 1 0 1 1275 2550 1275
i 2 1 1 0 1 425 850 425
i 2 1 1 0 1 425 1700 425
i 4 1 1 0 1 425 850 425
i 2 1 1 0 1 425 850 425
i 2 1 1 0 1 1275 2550 1275
i 2 1 1 0 1 165 330 165
i 4 1 1 0 1 425 850 425
i 4 1 1 0 1 850 1700 850
i 2 1 1 0 1 1275 2550 1275
i 4 1 1 0 1 425 850 425
i 2 1 1 0 1 250 500 250
i 3 1 1 0 1 850 1700 850
i 4 1 1 0 1 250 500 250
i 1 1 1 0 1 1275 2550 1275
i 4 1 1 0 1 165 330 165
i 4 1 1 0 1 1700 3400 1700
i 1 1 1 0 1 250 500 250
i 4 1 1 0 1 425 850 425
i 4 1 1 0 1 165 330 165
i 1 1 1 0 1 1275 2550 1275
i 1 1 1 0 1 425 850 425
i 1 1 1 0 1 250 500 250
i 1 1 1 0 1 425 850 425
i 3 1 1 0 1 1275 2550 1275
i 2 1 1 0 1 425 850 425
i 3 1 1 0 1 250 500 250
i 4 1 1 0 1 425 850 425
i 2 1 1 0 1 1275 2550 1275
i 1 1 1 0 1 1275 2550 1275
i 3 1 1 0 1 1275 2550 1275
i 2 1 1 0 1 250 500 250
i 2 1 1 0 1 425 850 425
i 1 1 1 0 1 1700 3400 1700
i 3 1 1 0 1 425 850 425
i 4 1 1 0 1 1275 2550 1275
i 2 1 1 0 1 425 850 425
i 2 1 1 0 1 1275 2550 1275
i 1 1 1 0 1 425 850 425
k 13000 1
k 13000 1
k 13000 1
k 13000 1
k 36000 3
k 36000 3
k 36000 3
k 36000 3
k 36000 3
