p 6 25 1 1 2 1000 22
i 2 1 1 0 0 5 10 9
i 1 1 1 0 0 9 18 10
i 0 1 1 0 1 7 14 9
i 2 1 1 0 0 20 40 33
i 2 1 5 0 0 2 4 2
i 2 2 2 1 0 12 24 15
i 2 1 1 0 0 11 22 16
i 1 1 1 0 1 19 38 19
i 0 1 1 0 0 10 20 18
i 2 2 2 0 1 26 52 26
i 1 1 1 0 1 12 24 14
i 3 1 1 0 0 19 38 19
i 1 1 1 0 0 16 32 29
i 2 2 2 1 0 3 6 3
i 3 2 2 1 0 19 38 19
i 3 1 1 0 0 23 46 44
i 1 2 2 0 1 16 32 16
i 3 1 1 0 0 3 6 3
i 1 1 1 0 0 6 12 12
i 3 2 2 1 0 8 16 10
i 3 1 1 0 1 13 26 18
i 1 1 1 0 0 18 36 30
i 2 2 2 1 0 29 58 29
i 3 1 1 0 0 9 18 9
i 1 1 1 0 0 17 34 19
k 80 1
