p 6 25 1 1 2 1000 22
i 3 1 1 0 1 10 20 11
i 4 1 1 0 1 10 20 10
i 2 2 2 1 0 30 60 47
i 0 1 1 0 0 20 40 37
i 3 1 1 0 1 10 20 10
i 1 1 1 0 0 10 20 10
i 1 1 1 0 0 40 80 42
i 2 1 1 0 0 20 40 32
i 4 1 1 0 1 20 40 20
i 3 1 1 0 0 10 20 10
i 2 1 1 0 0 20 40 40
i 4 1 1 0 0 20 40 32
i 1 2 2 1 0 20 40 39
i 3 1 1 0 0 20 40 23
i 3 1 1 0 0 10 20 10
i 1 1 1 0 0 20 40 20
i 2 2 2 0 1 40 80 40
i 1 1 1 0 0 40 80 64
i 1 1 1 0 0 10 20 19
i 2 1 1 0 1 40 80 40
i 4 1 1 0 1 20 40 20
i 3 1 1 0 0 20 40 21
i 0 2 2 1 0 30 60 55
i 1 2 2 1 0 20 40 20
i 4 1 1 0 0 30 60 55
k 96 1
