p 6 25 1 1 2 1000 22
i 2 1 1 0 0 11 22 14
i 1 1 1 0 1 12 24 20
i 3 1 1 0 0 3 6 6
i 2 1 1 0 0 5 10 5
i 2 1 5 0 0 2 4 2
i 3 1 1 0 0 23 46 41
i 1 1 1 0 0 16 32 16
i 1 2 2 0 1 16 32 16
i 2 2 2 0 1 26 52 50
i 1 1 1 0 0 18 36 36
i 1 1 1 0 0 6 12 7
i 1 1 1 0 1 19 38 33
i 2 1 1 0 0 20 40 26
i 0 1 1 0 0 10 20 18
i 2 2 2 1 0 3 6 3
i 2 2 2 1 0 12 24 20
i 3 1 1 0 0 9 18 17
i 3 1 1 0 1 13 26 13
i 0 1 1 0 1 7 14 8
i 1 1 1 0 0 9 18 9
i 3 2 2 1 0 8 16 8
i 3 1 1 0 0 19 38 37
i 1 1 1 0 0 17 34 26
i 3 2 2 1 0 19 38 19
i 2 2 2 1 0 29 58 29
k 80 1
