p 6 50 1 1 2 1000 36
i 2 2 2 1 0 20 40 33
i 2 2 2 0 1 40 80 67
i 2 2 2 1 0 10 20 19
i 4 1 5 0 0 30 60 45
i 2 1 1 0 0 20 40 20
i 4 1 1 0 0 10 20 10
i 0 1 1 0 0 40 80 40
i 1 2 2 1 0 10 20 17
i 3 1 1 0 1 10 20 10
i 1 2 2 1 0 40 80 40
i 1 1 1 0 0 20 40 38
i 2 2 2 1 0 20 40 20
i 3 1 1 0 1 10 20 10
i 4 1 1 0 0 10 20 11
i 1 1 1 0 0 20 40 23
i 4 1 1 0 0 40 80 40
i 3 1 1 0 0 20 40 37
i 1 2 2 1 0 20 40 40
i 4 1 1 0 1 10 20 10
i 3 1 1 0 0 20 40 30
i 4 1 1 0 0 10 20 10
i 3 1 1 0 0 20 40 20
i 0 1 1 0 0 20 40 37
i 3 1 1 0 1 10 20 10
i 3 2 2 1 0 10 20 10
i 1 1 1 0 0 10 20 10
i 3 1 1 0 0 20 40 26
i 2 2 2 1 0 30 60 30
i 3 2 2 0 1 10 20 10
i 2 1 1 0 0 10 20 10
i 1 1 1 0 1 10 20 10
i 2 2 2 1 0 10 20 16
i 2 1 1 0 0 10 20 10
i 2 1 1 0 0 30 60 31
i 2 1 1 0 0 30 60 30
i 1 1 1 0 1 30 60 31
i 3 1 1 0 0 40 80 40
i 2 2 2 1 0 30 60 32
i 1 1 1 0 1 20 40 37
i 3 1 1 0 0 10 20 10
i 4 1 1 0 1 10 20 10
i 0 1 1 0 1 10 20 19
i 1 1 1 0 1 10 20 10
i 0 1 1 0 0 20 40 31
i 2 2 2 1 0 20 40 20
i 3 2 2 0 1 30 60 30
i 3 1 1 0 1 20 40 20
i 4 1 1 0 0 20 40 39
i 0 1 1 0 1 30 60 34
i 1 2 2 0 1 10 20 15
k 96 1
