p 6 25 1 1 2 1000 22
i 1 2 2 1 0 20 40 28
i 3 1 1 0 0 20 40 20
i 4 1 1 0 1 20 40 31
i 3 1 1 0 0 20 40 30
i 2 1 1 0 1 40 80 51
i 3 1 1 0 1 10 20 10
i 1 1 1 0 0 10 20 20
i 4 1 1 0 0 20 40 20
i 3 1 1 0 1 10 20 10
i 1 2 2 1 0 20 40 20
i 3 1 1 0 0 10 20 10
i 4 1 1 0 1 10 20 11
i 2 2 2 0 1 40 80 40
i 0 2 2 1 0 30 60 35
i 2 2 2 1 0 30 60 38
i 4 1 1 0 1 20 40 37
i 1 1 1 0 0 40 80 41
i 1 1 1 0 0 10 20 20
i 3 1 1 0 0 10 20 10
i 1 1 1 0 0 40 80 73
i 1 1 1 0 0 20 40 20
i 4 1 1 0 0 30 60 30
i 0 1 1 0 0 20 40 39
i 2 1 1 0 0 20 40 20
i 2 1 1 0 0 20 40 34
k 96 1
