p 6 25 1 1 2 1000 22
i 3 1 1 0 0 20 40 40
i 3 1 1 0 0 13 26 26
i 3 1 1 0 0 26 52 52
i 3 1 1 0 0 3 6 6
i 3 1 1 0 0 6 12 12
i 3 1 1 0 0 17 34 34
i 3 1 1 0 0 9 18 18
i 3 1 1 0 0 16 32 32
i 3 1 1 0 0 8 16 16
i 3 1 1 0 0 18 36 36
i 3 1 1 0 0 3 6 6
i 3 1 1 0 0 9 18 18
i 3 1 1 0 0 23 46 46
i 3 1 1 0 0 19 38 38
i 3 1 1 0 0 19 38 38
i 3 1 1 0 0 2 4 4
i 3 1 1 0 0 19 38 38
i 0 1 1 0 1 7 14 9
i 3 1 1 0 0 12 24 24
i 3 1 1 0 0 5 10 10
i 3 1 1 0 0 11 22 22
i 3 1 1 0 0 16 32 32
i 3 1 1 0 0 29 58 58
i 2 2 2 1 0 12 24 12
i 0 1 1 0 0 10 20 13
k 80 1
