p 6 25 1 1 2 1000 22
i 2 1 1 0 0 20 40 38
i 4 1 1 0 1 20 40 20
i 3 1 1 0 0 20 40 35
i 3 1 1 0 1 10 20 17
i 2 1 1 0 0 20 40 32
i 1 1 1 0 0 10 20 12
i 4 1 1 0 0 30 60 30
i 3 1 1 0 0 10 20 10
i 1 1 1 0 0 40 80 40
i 3 1 1 0 0 10 20 10
i 4 1 1 0 0 20 40 20
i 1 1 1 0 0 10 20 10
i 4 1 1 0 1 20 40 34
i 1 1 1 0 0 20 40 20
i 2 1 1 0 1 40 80 60
i 1 1 1 0 0 40 80 40
i 3 1 1 0 0 20 40 21
i 0 1 1 0 0 20 40 37
i 3 1 1 0 1 10 20 19
i 2 2 2 1 0 30 60 54
i 1 2 2 1 0 20 40 31
i 2 2 2 0 1 40 80 50
i 1 2 2 1 0 20 40 20
i 0 2 2 1 0 30 60 47
i 4 1 1 0 1 10 20 20
k 96 1
