p 6 25 1 1 2 1000 22
i 2 2 2 0 1 40 80 61
i 1 1 1 0 0 40 80 40
i 0 2 2 1 0 30 60 53
i 1 1 1 0 0 40 80 68
i 0 1 1 0 0 20 40 31
i 3 1 1 0 1 10 20 13
i 1 1 1 0 0 10 20 20
i 1 1 1 0 0 10 20 18
i 4 1 1 0 1 20 40 23
i 3 1 1 0 0 20 40 29
i 2 1 1 0 0 20 40 20
i 4 1 1 0 1 20 40 24
i 3 1 1 0 0 20 40 20
i 2 1 1 0 1 40 80 40
i 1 2 2 1 0 20 40 36
i 4 1 1 0 0 20 40 20
i 2 2 2 1 0 30 60 30
i 4 1 1 0 0 30 60 30
i 3 1 1 0 1 10 20 10
i 3 1 1 0 0 10 20 18
i 1 2 2 1 0 20 40 20
i 2 1 1 0 0 20 40 39
i 4 1 1 0 1 10 20 18
i 3 1 1 0 0 10 20 15
i 1 1 1 0 0 20 40 26
k 96 1
