p 6 242 9 1 2 10000 27
i 0 1 1 0 2 255 255 255
i 0 1 1 0 2 765 765 765
i 0 1 1 0 2 255 255 255
i 0 1 1 0 2 510 510 510
i 0 1 1 0 2 255 255 255
i 0 1 1 0 2 765 765 765
i 0 1 1 0 2 765 765 765
i 3 2 2 0 1 510 1020 1413
i 1 1 1 0 1 255 510 255
i 4 1 1 0 1 255 510 302
i 1 1 1 0 1 255 510 255
i 2 3 3 0 1 510 1020 510
i 1 1 1 0 1 255 510 255
i 3 2 2 0 1 765 1530 765
i 2 3 3 0 1 510 1020 658
i 4 1 1 0 1 765 1530 765
i 4 1 1 0 1 255 510 616
i 2 3 3 0 1 255 510 255
i 4 1 1 0 1 510 1020 1800
i 4 1 1 0 1 255 510 255
i 3 2 2 0 1 765 1530 2834
i 4 1 1 0 1 255 510 979
i 3 2 2 0 1 510 1020 1824
i 4 1 1 0 1 510 1020 510
i 2 3 3 0 1 765 1530 765
i 1 1 1 0 1 765 1530 2757
i 2 3 3 0 1 150 300 150
i 3 2 2 0 1 255 510 554
i 4 1 1 0 1 255 510 311
i 3 2 2 0 1 255 510 255
i 3 2 2 0 1 255 510 255
i 2 3 3 0 1 255 510 583
i 4 1 1 0 1 255 510 255
i 4 1 1 0 1 255 510 567
i 4 1 1 0 1 255 510 255
i 1 1 1 0 1 255 510 255
i 1 1 1 0 1 1020 2040 3498
i 2 3 3 0 1 255 510 255
i 3 2 2 0 1 1530 3060 5378
i 1 1 1 0 1 765 1530 765
i 2 3 3 0 1 765 1530 863
i 3 2 2 0 1 255 510 472
i 1 1 1 0 1 765 1530 765
i 3 2 2 0 1 510 1020 510
i 3 2 2 0 1 150 300 495
i 1 1 1 0 1 510 1020 510
i 3 2 2 0 1 255 510 574
i 1 1 1 0 1 255 510 255
i 4 1 1 0 1 255 510 255
i 1 1 1 0 1 150 300 354
i 4 1 1 0 1 255 510 255
i 4 1 1 0 1 765 1530 765
i 4 1 1 0 1 255 510 673
i 1 1 1 0 1 765 1530 1382
i 3 2 2 0 1 150 300 282
i 2 3 3 0 1 765 1530 2144
i 2 3 3 0 1 510 1020 510
i 4 1 1 0 1 765 1530 765
i 3 2 2 0 1 765 1530 1653
i 4 1 1 0 1 765 1530 880
i 3 2 2 0 1 300 600 497
i 4 1 1 0 1 765 1530 765
i 4 1 1 0 1 255 510 255
i 2 3 3 0 1 255 510 255
i 4 1 1 0 1 765 1530 765
i 1 1 1 0 1 255 510 255
i 2 3 3 0 1 450 900 450
i 1 1 1 0 1 765 1530 765
i 2 3 3 0 1 255 510 255
i 3 2 2 0 1 765 1530 765
i 3 2 2 0 1 255 510 255
i 2 3 3 0 1 510 1020 510
i 1 1 1 0 1 255 510 255
i 4 1 1 0 1 255 510 255
i 3 2 2 0 1 510 2550 510
i 1 1 1 0 1 255 510 255
i 1 1 1 0 1 765 1530 765
i 2 3 3 0 1 255 510 255
i 1 1 1 0 1 255 510 255
i 3 2 2 0 1 510 1020 510
i 3 2 2 0 1 255 510 255
i 2 3 3 0 1 765 1530 765
i 4 1 1 0 1 255 510 255
i 4 1 1 0 1 255 510 255
i 2 3 3 0 1 150 300 150
i 2 3 3 0 1 255 510 255
i 2 3 3 0 1 99 198 99
i 4 1 1 0 1 255 510 255
i 1 1 1 0 1 765 1530 765
i 3 2 2 0 1 510 1020 510
i 4 1 1 0 1 255 510 255
i 1 1 1 0 1 510 1020 510
i 4 1 1 0 1 765 1530 765
i 1 1 1 0 1 255 510 255
i 1 1 1 0 1 765 1530 765
i 4 1 1 0 1 765 1530 765
i 1 1 1 0 1 255 510 255
i 3 2 2 0 1 300 600 300
i 4 1 1 0 1 99 198 99
i 2 3 3 0 1 510 1020 510
i 2 3 3 0 1 255 510 255
i 3 2 2 0 1 255 510 255
i 2 3 3 0 1 510 1020 510
i 3 2 2 0 1 765 1530 765
i 2 3 3 0 1 510 1020 510
i 1 1 1 0 1 255 510 255
i 1 1 1 0 1 510 1020 510
i 2 3 3 0 1 255 510 255
i 3 2 2 0 1 255 510 255
i 1 1 1 0 1 255 510 255
i 2 3 3 0 1 1020 2040 1020
i 1 1 1 0 1 255 510 255
i 4 1 1 0 1 255 510 255
i 1 1 1 0 1 765 1530 765
i 4 1 1 0 1 255 510 255
i 1 1 1 0 1 510 1020 510
i 4 1 1 0 1 765 1530 765
i 2 3 3 0 1 255 510 255
i 4 1 1 0 1 765 1530 765
i 1 1 1 0 1 765 1530 765
i 3 2 2 0 1 255 510 255
i 3 2 2 0 1 255 510 255
i 4 1 1 0 1 765 1530 765
i 3 2 2 0 1 255 510 255
i 4 1 1 0 1 255 510 255
i 1 1 1 0 1 765 1530 765
i 3 2 2 0 1 255 510 255
i 3 2 2 0 1 255 510 255
i 1 1 1 0 1 150 300 150
i 2 3 3 0 1 1020 2040 1020
i 3 2 2 0 1 255 1020 255
i 1 1 1 0 1 255 510 255
i 3 2 2 0 1 150 300 150
i 1 1 1 0 1 1530 6120 1530
i 1 1 1 0 1 765 1530 765
i 2 3 3 0 1 765 1530 765
i 2 3 3 0 1 255 510 255
i 1 1 1 0 1 765 1530 765
i 4 1 1 0 1 255 1020 255
i 4 1 1 0 1 255 510 255
i 2 3 3 0 1 765 1530 765
i 4 1 1 0 1 765 1530 765
i 3 2 2 0 1 765 1530 765
i 4 1 1 0 1 255 510 255
i 1 1 1 0 1 765 1530 765
i 2 3 3 0 1 255 510 255
i 4 1 1 0 1 255 1020 255
i 2 3 3 0 1 765 1530 765
i 1 1 1 0 1 765 1530 765
i 2 3 3 0 1 765 1530 765
i 1 1 1 0 1 765 1530 765
i 2 3 3 0 1 255 510 255
i 4 1 1 0 1 765 1530 765
i 4 1 1 0 1 510 1020 510
i 3 2 2 0 1 150 300 150
i 3 2 2 0 1 255 510 255
i 4 1 1 0 1 765 1530 765
i 4 1 1 0 1 765 1530 765
i 1 1 1 0 1 255 510 255
i 3 2 2 0 1 510 1020 510
i 4 1 1 0 1 765 1530 765
i 3 2 2 0 1 510 1020 510
i 2 3 3 0 1 255 510 255
i 2 3 3 0 1 255 510 255
i 1 1 1 0 1 765 1530 765
i 4 1 1 0 1 510 1020 510
i 2 3 3 0 1 510 1020 510
i 4 1 1 0 1 255 510 255
i 1 1 1 0 1 255 510 255
i 2 3 3 0 1 765 1530 765
i 4 1 1 0 1 510 1020 510
i 2 3 3 0 1 765 1530 765
i 3 2 2 0 1 255 510 255
i 2 3 3 0 1 150 300 150
i 3 2 2 0 1 1020 2040 1020
i 3 2 2 0 1 255 510 255
i 4 1 1 0 1 255 510 255
i 2 3 3 0 1 765 1530 765
i 2 3 3 0 1 255 510 255
i 2 3 3 0 1 765 1530 765
i 4 1 1 0 1 150 300 150
i 2 3 3 0 1 99 198 99
i 4 1 1 0 1 765 1530 765
i 3 2 2 0 1 150 300 150
i 3 2 2 0 1 510 1020 510
i 1 1 1 0 1 150 300 150
i 4 1 1 0 1 255 510 255
i 1 1 1 0 1 510 1020 510
i 2 3 3 0 1 765 1530 765
i 1 1 1 0 1 255 510 255
i 4 1 1 0 1 765 1530 765
i 2 3 3 0 1 150 300 150
i 1 1 1 0 1 255 510 255
i 1 1 1 0 1 765 1530 765
i 2 3 3 0 1 255 510 255
i 2 3 3 0 1 255 510 255
i 2 3 3 0 1 255 510 255
i 1 1 1 0 1 510 1020 510
i 3 2 2 0 1 255 510 255
i 4 1 1 0 1 255 510 255
i 2 3 3 0 1 510 1020 510
i 1 1 1 0 1 150 300 150
i 3 2 2 0 1 510 1020 510
i 2 3 3 0 1 255 1530 255
i 2 3 3 0 1 255 510 255
i 3 2 2 0 1 255 510 255
i 3 2 2 0 1 765 1530 765
i 4 1 1 0 1 765 4590 765
i 3 2 2 0 1 510 1020 510
i 2 3 3 0 1 765 1530 765
i 2 3 3 0 1 255 510 255
i 2 3 3 0 1 255 510 255
i 2 3 3 0 1 255 510 255
i 3 2 2 0 1 255 510 255
i 2 3 3 0 1 510 1020 510
i 1 1 1 0 1 765 1530 765
i 1 1 1 0 1 255 510 255
i 4 1 1 0 1 255 510 255
i 2 3 3 0 1 255 510 255
i 4 1 1 0 1 765 1530 765
i 4 1 1 0 1 765 2040 765
i 2 3 3 0 1 510 1020 510
i 2 3 3 0 1 1020 2040 1020
i 3 2 2 0 1 150 300 150
i 3 2 2 0 1 510 1020 510
i 4 1 1 0 1 765 1530 765
i 4 1 1 0 1 99 198 99
i 3 2 2 0 1 255 510 255
i 1 1 1 0 1 765 1530 765
i 4 1 1 0 1 255 510 255
i 4 1 1 0 1 150 300 150
i 2 3 3 0 1 765 1530 765
i 4 1 1 0 1 255 510 255
i 2 3 3 0 1 255 510 255
i 2 3 3 0 1 255 510 255
i 1 1 1 0 1 255 510 255
i 3 2 2 0 1 150 300 150
i 2 3 3 0 1 255 1020 255
i 4 1 1 0 1 510 1020 510
i 4 1 1 0 1 99 198 99
i 3 2 2 0 1 255 510 255
i 3 2 2 0 1 255 510 255
k 13000 1
k 13000 1
k 13000 1
k 13000 1
k 36000 3
k 36000 3
k 36000 3
k 36000 3
k 36000 3
