p 6 229 8 1 2 10000 75
i 0 1 1 0 1 425 425 425
i 0 1 1 0 1 1275 1275 1275
i 0 1 1 0 1 425 425 425
i 0 1 1 0 1 425 425 425
i 0 1 1 0 1 250 250 250
i 0 1 1 0 1 1275 1275 1275
i 0 1 1 0 1 1275 1275 1275
i 0 1 1 0 1 250 250 250
i 0 1 1 0 1 1275 1275 1275
i 0 1 1 0 1 1275 1275 1275
i 0 1 1 0 1 1275 1275 1275
i 0 1 1 0 1 425 425 425
i 0 1 1 0 1 250 250 250
i 0 1 1 0 1 425 425 425
i 0 1 1 0 1 425 425 425
i 0 1 1 0 1 1275 1275 1275
i 0 1 1 0 1 1275 1275 1275
i 0 1 1 0 1 165 165 165
i 0 1 1 0 1 1275 1275 1275
i 0 1 1 0 1 1700 1700 1700
i 0 1 1 0 1 250 250 250
i 0 1 1 0 1 425 425 425
i 0 1 1 0 1 425 425 425
i 0 1 1 0 1 425 425 425
i 0 1 1 0 1 425 425 425
i 0 1 1 0 1 1275 1275 1275
i 0 1 1 0 1 165 165 165
i 0 1 1 0 1 1275 1275 1275
i 0 1 1 0 1 1275 1275 1275
i 0 1 1 0 1 1275 1275 1275
i 0 1 1 0 1 1275 1275 1275
i 0 1 1 0 1 1275 1275 1275
i 0 1 1 0 1 250 250 250
i 0 1 1 0 1 850 850 850
i 0 1 1 0 1 1275 1275 1275
i 0 1 1 0 1 1275 1275 1275
i 0 1 1 0 1 425 425 425
i 0 1 1 0 1 425 425 425
i 0 1 1 0 1 250 250 250
i 0 1 1 0 1 1275 1275 1275
i 4 1 1 0 1 1275 2550 1789
i 4 1 1 0 1 1275 2550 1389
i 2 1 1 0 1 1275 2550 1275
i 4 1 1 0 1 1275 2550 1275
i 2 1 1 0 1 425 850 425
i 2 1 1 0 1 1275 2550 1275
i 2 1 1 0 1 1275 2550 1438
i 2 1 1 0 1 1275 2550 1275
i 3 1 1 0 1 1275 2550 1499
i 1 1 1 0 1 1275 2550 2271
i 1 1 1 0 1 1275 2550 1275
i 4 1 1 0 1 500 1000 500
i 1 1 1 0 1 425 850 425
i 4 1 1 0 1 1275 2550 1275
i 3 1 1 0 1 1275 2550 2080
i 3 1 1 0 1 850 1700 1530
i 2 1 1 0 1 425 850 425
i 1 1 1 0 1 1275 2550 1275
i 3 1 1 0 1 425 850 660
i 4 1 1 0 1 425 850 470
i 1 1 1 0 1 250 500 250
i 2 1 1 0 1 425 850 425
i 4 1 1 0 1 250 500 250
i 3 1 1 0 1 425 850 744
i 1 1 1 0 1 425 850 425
i 1 1 1 0 1 165 330 165
i 4 1 1 0 1 425 850 425
i 1 1 1 0 1 250 500 495
i 3 1 1 0 1 250 500 250
i 1 1 1 0 1 250 500 348
i 2 1 1 0 1 165 330 219
i 4 1 1 0 1 1275 2550 1482
i 4 1 1 0 1 1275 2550 1275
i 4 1 1 0 1 1275 2550 1275
i 3 1 1 0 1 1275 2550 1275
i 4 1 1 0 1 425 850 715
i 4 1 1 0 1 425 850 785
i 3 1 1 0 1 1275 2550 2162
i 1 1 1 0 1 425 850 771
i 4 1 1 0 1 425 850 628
i 3 1 1 0 1 1275 2550 1912
i 1 1 1 0 1 250 500 250
i 3 1 1 0 1 1275 2550 1275
i 1 1 1 0 1 2550 5100 3768
i 1 1 1 0 1 425 850 425
i 4 1 1 0 1 1275 2550 1275
i 2 1 1 0 1 425 850 425
i 1 1 1 0 1 850 1700 1521
i 3 1 1 0 1 1275 2550 1275
i 2 1 1 0 1 1275 2550 1275
i 4 1 1 0 1 1275 2550 1275
i 4 1 1 0 1 250 500 250
i 4 1 1 0 1 425 850 731
i 1 1 1 0 1 425 850 518
i 3 1 1 0 1 425 850 551
i 1 1 1 0 1 250 500 461
i 3 1 1 0 1 1275 2550 1937
i 2 1 1 0 1 425 850 425
i 1 1 1 0 1 425 850 815
i 2 1 1 0 1 250 500 473
i 1 1 1 0 1 425 850 499
i 4 1 1 0 1 425 850 508
i 1 1 1 0 1 425 850 639
i 2 1 1 0 1 425 850 425
i 1 1 1 0 1 165 330 165
i 2 1 1 0 1 250 500 327
i 1 1 1 0 1 165 330 165
i 3 1 1 0 1 250 500 250
i 1 1 1 0 1 1275 2550 1275
i 3 1 1 0 1 425 850 425
i 2 1 1 0 1 500 1000 739
i 1 1 1 0 1 165 330 165
i 3 1 1 0 1 425 850 457
i 4 1 1 0 1 1275 2550 1275
i 2 1 1 0 1 250 500 250
i 4 1 1 0 1 425 850 425
i 2 1 1 0 1 165 330 165
i 4 1 1 0 1 1275 2550 2025
i 4 1 1 0 1 425 850 618
i 3 1 1 0 1 425 850 532
i 3 1 1 0 1 1275 2550 1583
i 2 1 1 0 1 850 1700 1042
i 2 1 1 0 1 250 500 250
i 1 1 1 0 1 1275 2550 2350
i 2 1 1 0 1 165 330 165
i 2 1 1 0 1 1275 2550 1275
i 4 1 1 0 1 425 850 425
i 4 1 1 0 1 1275 2550 1275
i 1 1 1 0 1 1275 2550 1275
i 3 1 1 0 1 1275 2550 1783
i 1 1 1 0 1 425 850 456
i 3 1 1 0 1 425 850 470
i 4 1 1 0 1 425 850 425
i 1 1 1 0 1 425 850 425
i 2 1 1 0 1 1275 2550 1275
i 2 1 1 0 1 1275 2550 2149
i 3 1 1 0 1 1275 2550 1362
i 1 1 1 0 1 1275 2550 1708
i 3 1 1 0 1 1275 2550 1275
i 3 1 1 0 1 165 330 273
i 3 1 1 0 1 165 330 165
i 2 1 1 0 1 1275 2550 1275
i 3 1 1 0 1 425 850 660
i 3 1 1 0 1 1275 2550 2541
i 2 1 1 0 1 425 850 425
i 3 1 1 0 1 250 500 321
i 1 1 1 0 1 1275 2550 2115
i 3 1 1 0 1 1275 2550 1275
i 2 1 1 0 1 1275 2550 1275
i 2 1 1 0 1 1275 2550 1582
i 1 1 1 0 1 1275 2550 2537
i 1 1 1 0 1 425 850 487
i 4 1 1 0 1 250 500 272
i 1 1 1 0 1 1275 2550 1279
i 4 1 1 0 1 425 850 425
i 1 1 1 0 1 425 850 425
i 4 1 1 0 1 425 850 425
i 4 1 1 0 1 425 850 513
i 3 1 1 0 1 1275 2550 1275
i 4 1 1 0 1 1275 2550 1275
i 3 1 1 0 1 1275 2550 1275
i 1 1 1 0 1 1275 2550 1681
i 1 1 1 0 1 1275 2550 1275
i 1 1 1 0 1 1275 2550 1854
i 3 1 1 0 1 1275 2550 1275
i 1 1 1 0 1 1275 2550 1481
i 2 1 1 0 1 1275 2550 1815
i 4 1 1 0 1 1275 2550 1275
i 2 1 1 0 1 1275 2550 1741
i 1 1 1 0 1 425 850 425
i 1 1 1 0 1 425 850 679
i 3 1 1 0 1 425 850 425
i 2 1 1 0 1 1275 2550 1275
i 3 1 1 0 1 425 850 669
i 3 1 1 0 1 425 850 654
i 4 1 1 0 1 1275 2550 1275
i 3 1 1 0 1 165 330 171
i 4 1 1 0 1 425 850 746
i 4 1 1 0 1 425 850 493
i 1 1 1 0 1 1275 2550 1275
i 2 1 1 0 1 850 1700 850
i 1 1 1 0 1 1275 2550 1275
i 1 1 1 0 1 1275 2550 2359
i 2 1 1 0 1 1275 2550 1275
i 4 1 1 0 1 250 500 395
i 3 1 1 0 1 1275 2550 1275
i 3 1 1 0 1 165 330 265
i 4 1 1 0 1 2550 5100 4489
i 4 1 1 0 1 1700 3400 1700
i 4 1 1 0 1 1275 2550 1659
i 1 1 1 0 1 425 850 425
i 3 1 1 0 1 1275 2550 1275
i 1 1 1 0 1 250 500 418
i 4 1 1 0 1 165 330 165
i 2 1 1 0 1 425 850 425
i 1 1 1 0 1 425 850 425
i 3 1 1 0 1 1275 2550 1275
i 4 1 1 0 1 1700 3400 1700
i 4 1 1 0 1 1275 2550 1275
i 2 1 1 0 1 1275 2550 1275
i 1 1 1 0 1 250 500 250
i 4 1 1 0 1 1275 2550 1275
i 2 1 1 0 1 1275 2550 1275
i 1 1 1 0 1 250 500 250
i 3 1 1 0 1 425 850 425
i 4 1 1 0 1 1275 2550 1275
i 4 1 1 0 1 425 850 425
i 1 1 1 0 1 850 1700 850
i 1 1 1 0 1 165 330 165
i 3 1 1 0 1 500 1000 500
i 4 1 1 0 1 425 850 425
i 3 1 1 0 1 1275 2550 1275
i 1 1 1 0 1 1275 2550 1275
i 4 1 1 0 1 425 850 425
i 2 1 1 0 1 1275 2550 1275
i 1 1 1 0 1 425 850 425
i 4 1 1 0 1 425 850 425
i 3 1 1 0 1 165 330 165
i 1 1 1 0 1 250 500 250
i 4 1 1 0 1 425 850 425
i 4 1 1 0 1 850 1700 850
i 4 1 1 0 1 1275 2550 1275
i 3 1 1 0 1 1275 2550 1275
i 2 1 1 0 1 425 850 425
i 3 1 1 0 1 1275 2550 1275
i 4 1 1 0 1 425 850 425
i 4 1 1 0 1 250 500 250
i 3 1 1 0 1 425 850 425
i 3 1 1 0 1 250 500 250
k 13000 1.6
k 13000 1.6
k 13000 1.6
k 36000 3
k 36000 3
k 36000 3
k 36000 3
k 36000 3
