p 6 239 8 1 2 10000 54
i 0 1 1 0 1 255 765 479
i 0 1 1 0 1 255 255 255
i 0 1 1 0 1 150 150 150
i 0 1 1 0 1 99 99 99
i 0 1 1 0 1 255 255 255
i 0 1 1 0 1 255 255 255
i 0 1 1 0 1 510 510 510
i 0 1 1 0 1 255 255 255
i 0 1 1 0 1 99 99 99
i 0 1 1 0 1 150 150 150
i 0 1 1 0 1 150 150 150
i 2 1 1 0 1 382 1147 382
i 2 1 1 0 1 255 765 698
i 4 1 1 0 1 255 1275 808
i 3 1 1 0 1 255 765 255
i 3 1 1 0 1 382 1147 382
i 4 1 1 0 1 255 765 549
i 4 1 1 0 1 127 382 127
i 2 1 1 0 1 127 382 127
i 2 1 1 0 1 127 382 269
i 2 1 1 0 1 382 1147 382
i 2 1 1 0 1 150 450 150
i 1 1 1 0 1 382 1147 1114
i 1 1 1 0 1 382 1147 382
i 3 1 1 0 1 127 382 127
i 3 1 1 0 1 382 1147 382
i 3 1 1 0 1 127 382 189
i 3 1 1 0 1 382 1147 382
i 2 1 1 0 1 127 382 271
i 4 1 1 0 1 382 1147 382
i 4 1 1 0 1 127 382 127
i 2 1 1 0 1 127 382 127
i 3 1 1 0 1 127 382 370
i 3 1 1 0 1 127 382 188
i 1 1 1 0 1 765 2295 988
i 2 1 1 0 1 255 765 266
i 2 1 1 0 1 382 1147 382
i 4 1 1 0 1 127 382 127
i 1 1 1 0 1 127 382 127
i 4 1 1 0 1 127 382 159
i 3 1 1 0 1 127 382 223
i 4 1 1 0 1 75 225 177
i 3 1 1 0 1 127 382 231
i 4 1 1 0 1 382 1147 523
i 1 1 1 0 1 127 382 127
i 3 1 1 0 1 127 382 281
i 2 1 1 0 1 127 382 328
i 4 1 1 0 1 127 382 127
i 1 1 1 0 1 127 382 127
i 1 1 1 0 1 127 382 127
i 2 1 1 0 1 127 382 128
i 3 1 1 0 1 510 765 510
i 3 1 1 0 1 75 225 218
i 2 1 1 0 1 127 382 127
i 4 1 1 0 1 382 1147 382
i 3 1 1 0 1 127 382 127
i 1 1 1 0 1 127 382 127
i 2 1 1 0 1 127 382 292
