p 6 239 8 1 2 10000 54
i 0 1 1 0 1 255 765 479
i 0 1 1 0 1 255 255 255
i 0 1 1 0 1 150 150 150
i 0 1 1 0 1 99 99 99
i 0 1 1 0 1 255 255 255
i 0 1 1 0 1 255 255 255
i 0 1 1 0 1 510 510 510
i 0 1 1 0 1 255 255 255
i 0 1 1 0 1 99 99 99
i 0 1 1 0 1 150 150 150
i 0 1 1 0 1 150 150 150
i 1 1 1 0 1 382 1147 382
i 3 1 1 0 1 127 382 297
i 3 1 1 0 1 382 1147 628
i 1 1 1 0 1 127 382 127
i 2 1 1 0 1 127 382 174
i 4 1 1 0 1 382 1147 832
i 3 1 1 0 1 382 1147 895
i 1 1 1 0 1 127 382 339
i 1 1 1 0 1 75 225 166
i 1 1 1 0 1 127 382 127
i 3 1 1 0 1 382 1147 683
i 1 1 1 0 1 382 1147 902
i 2 1 1 0 1 127 382 127
i 1 1 1 0 1 75 225 75
i 2 1 1 0 1 255 765 562
i 2 1 1 0 1 127 382 127
i 2 1 1 0 1 382 1147 733
i 3 1 1 0 1 127 382 127
i 4 1 1 0 1 510 1530 510
i 4 1 1 0 1 127 382 127
i 4 1 1 0 1 382 1147 382
i 3 1 1 0 1 382 1147 442
i 4 1 1 0 1 127 382 201
i 1 1 1 0 1 127 382 186
i 2 1 1 0 1 127 382 287
i 2 1 1 0 1 127 382 127
i 4 1 1 0 1 75 225 75
i 3 1 1 0 1 382 1147 382
i 1 1 1 0 1 255 765 255
i 2 1 1 0 1 127 382 280
i 2 1 1 0 1 127 382 127
i 1 1 1 0 1 127 382 273
i 2 1 1 0 1 127 382 173
i 3 1 1 0 1 382 1147 1002
i 3 1 1 0 1 127 382 127
i 3 1 1 0 1 255 765 255
i 1 1 1 0 1 382 1147 549
i 3 1 1 0 1 382 1147 512
i 4 1 1 0 1 127 382 307
i 2 1 1 0 1 255 765 435
i 1 1 1 0 1 382 1147 816
i 2 1 1 0 1 382 1147 950
i 1 1 1 0 1 510 1275 523
i 1 1 1 0 1 255 765 255
i 4 1 1 0 1 255 765 255
i 3 1 1 0 1 75 225 75
i 2 1 1 0 1 127 382 297
